ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1414-753X2015000400015-scl","SUSTENTABILIDAD SOCIO-CULTURAL Y BUEN VIVIR EN SITIOS PATRIMONIALES: EVALUACIÓN DEL CASO AGUA BLANCA, ECUADOR","ENDERE, MARÍA LUZ, ZULAICA, MARÍA LAURA","Ambiente &amp; Sociedade; 18(4); 265-290","Ambiente &amp; Sociedade","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400015&lang=pt" 
"S1414-753X2015000400006-scl","EL CAMPO DE LA SALUD AMBIENTAL: UNA OPORTUNIDAD PARA ALCANZAR LAS METAS DE LA EDUCACIÓN CIENTÍFICA","ROBLES, SILVIA LIZETTE RAMOS DE, CHÁVEZ, MARÍA GUADALUPE GARIBAY, BALLESTEROS, ARTURO CURIEL","Ambiente &amp; Sociedade; 18(4); 75-96","Ambiente &amp; Sociedade","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400006&lang=pt" 
"S1414-753X2015000400016-scl","CONFLITOS ENTRE RESIDÊNCIAS SECUNDÁRIAS, ÁREAS PROTEGIDAS E COMUNIDADES TRADICIONAIS NA COSTA SUDESTE DO BRASIL","RAIMUNDO, SIDNEI","Ambiente &amp; Sociedade; 18(4); 291-310","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400016&lang=pt" 
"S1414-753X2015000400004-scl","ENTRE HIBRIDISMOS E POLISSEMIAS: PARA UMA ANÁLISE SOCIOLÓGICA DAS SUSTENTABILIDADES","SILVA JUNIOR, ROBERTO DONATO DA, FERREIRA, LEILA DA COSTA, LEWINSOHN, THOMAS MICHAEL","Ambiente &amp; Sociedade; 18(4); 35-54","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400004&lang=pt" 
"S1414-753X2015000400003-scl","PERCEPÇÕES E ATITUDES DE MORADORES RURAIS EM RELAÇÃO AOS MACACOS-PREGO NA ÁREA DE INFLUÊNCIA DA USINA HIDRELÉTRICA DONA FRANCISCA, SUL DO BRASIL","ROCHA, LARA CRISTIANI, FORTES, VANESSA BARBISAN","Ambiente &amp; Sociedade; 18(4); 19-34","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400003&lang=pt" 
"S1414-753X2015000400008-scl","AGORA SOB NOVA ADMINISTRAÇÃO: ACORDOS DE PESCA NAS VÁRZEAS DA AMAZÔNIA BRASILEIRA","OVIEDO, ANTONIO FRANCISCO PERRONE, BURSZTYN, MARCEL, DRUMMOND, JOSÉ AUGUSTO","Ambiente &amp; Sociedade; 18(4); 119-138","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400008&lang=pt" 
"S1414-753X2015000400011-scl","SALSA CON COCO : RETOS AMBIENTALISTAS, ÉNFASIS ALIMENTARIO, Y ETNO-ECOLOGÍA DE LAS CANCIONES BAILABLES DEL CARIBE","GARRIDO-PÉREZ, EDGARDO I.","Ambiente &amp; Sociedade; 18(4); 179-200","Ambiente &amp; Sociedade","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400011&lang=pt" 
"S1414-753X2015000400007-scl","ÁREAS PROTEGIDAS MARINHO-COSTEIRAS DE SANTA CATARINA SOB A PERSPECTIVA DAS POPULAÇÕES LOCAIS: CONTRIBUIÇÕES DA LITERATURA","ALVES, RUBANA PALHARES, HANAZAKI, NATALIA","Ambiente &amp; Sociedade; 18(4); 97-118","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400007&lang=pt" 
"S1414-753X2015000400013-scl","LEGISLAÇÃO FLORESTAL BRASILEIRA E POLÍTICAS DO GOVERNO DE COMBATE AO DESMATAMENTO NA AMAZÔNIA LEGAL","CASTELO, THIAGO BANDEIRA","Ambiente &amp; Sociedade; 18(4); 221-242","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000400013&lang=pt" 
"S1414-753X2015000300009-scl","GESTÃO POR BACIAS HIDROGRÁFICAS: DO DEBATE TEÓRICO À GESTÃO MUNICIPAL","SCHUSSEL, ZULMA, NASCIMENTO NETO, PAULO","Ambiente &amp; Sociedade; 18(3); 137-152","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300009&lang=pt" 
"S1414-753X2015000300002-scl","UMA GRANDE OPORTUNIDADE: O SINDICALISMO E SEUS PROJETOS DE ECOLOGIZAÇÃO DA AGRICULTURA FAMILIAR","PICOLOTTO, EVERTON LAZZARETTI, BRANDENBURG, ALFIO","Ambiente &amp; Sociedade; 18(3); 1-18","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300002&lang=pt" 
"S1414-753X2015000300003-scl","O RURAL MEDIATIZADO: ANÁLISE COMPARADA BRASIL-PORTUGAL","BARROS, ANTONIO TEIXEIRA DE","Ambiente &amp; Sociedade; 18(3); 19-40","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300003&lang=pt" 
"S1414-753X2015000300001-scl","A AMBIVALÊNCIA DO DESENVOLVIMENTO E A BUSCA DE NOVAS VIAS PARA A SUSTENTABILIDADE","Jacobi, Pedro Roberto, Giatti, Leandro Luiz","Ambiente &amp; Sociedade; 18(3); -","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300001&lang=pt" 
"S1414-753X2015000300001-scl","A AMBIVALÊNCIA DO DESENVOLVIMENTO E A BUSCA DE NOVAS VIAS PARA A SUSTENTABILIDADE","Jacobi, Pedro Roberto, Giatti, Leandro Luiz","Ambiente &amp; Sociedade; 18(3); -","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300001&lang=pt" 
"S1414-753X2015000300006-scl","O ATIVISMO ALIMENTAR NA PERSPECTIVA DO LOCAVORISMO","AZEVEDO, ELAINE DE","Ambiente &amp; Sociedade; 18(3); 81-98","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300006&lang=pt" 
"S1414-753X2015000300007-scl","AVALIAÇÃO DA SUSTENTABILIDADE DE UNIDADES DE PRODUÇÃO AGROECOLÓGICAS: UM ESTUDO COMPARATIVO DOS MÉTODOS IDEA E MESMIS","CÂNDIDO, GESINALDO DE ATAÍDE, NÓBREGA, MARIANA MOURA, FIGUEIREDO, MARILIA TAYNAH MARTINS DE, SOUTO MAIOR, MÔNICA MARIA","Ambiente &amp; Sociedade; 18(3); 99-120","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300007&lang=pt" 
"S1414-753X2015000300004-scl","A MARICULTURA E AS BASES ECONÔMICAS, SOCIAL E AMBIENTAL QUE DETERMINAM SEU DESENVOLVIMENTO E SUSTENTABILIDADE","PEREIRA, LEANDRO ANGELO, ROCHA, ROSANA MOREIRA DA","Ambiente &amp; Sociedade; 18(3); 41-54","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300004&lang=pt" 
"S1414-753X2015000300005-scl","PERCEPÇÕES E ADAPTAÇÃO AOS RISCOS CLIMÁTICOS E SOCIOECONÓMICOS NA PECUÁRIA FAMILIAR DO BIOMA PAMPA","LITRE, GABRIELA, BURSZTYN, MARCEL","Ambiente &amp; Sociedade; 18(3); 55-80","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300005&lang=pt" 
"S1414-753X2015000300008-scl","DE LA CONSERVACIÓN DEL SUELO AL CUIDADO DE LA TIERRA: UNA PROPUESTA ÉTICO-AFECTIVA DEL USO DEL SUELO","TOBASURA ACUÑA, ISAÍAS, OBANDO MONCAYO, FRANCO HUMBERTO, MORENO CHAVEZ, FRED ALBERTO, MORALES LONDOÑO, CARMEN SOLEDAD, HENAO CASTAÑO, ANGÉLICA MARÍA","Ambiente &amp; Sociedade; 18(3); 121-136","Ambiente &amp; Sociedade","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300008&lang=pt" 
"S1414-753X2015000300010-scl","GOVERNANÇA, REDES E CAPITAL SOCIAL NO PLENÁRIO DO CONSELHO NACIONAL DE RECURSOS HÍDRICOS DO BRASIL","COSTA, ADRIANA LUSTOSA DA, MERTENS, FRÉDÉRIC","Ambiente &amp; Sociedade; 18(3); 153-170","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300010&lang=pt" 
"S1414-753X2015000300013-scl","A EDUCAÇÃO AMBIENTAL COMO ESTRATÉGIA PARA A REDUÇÃO DE RISCOS SOCIOAMBIENTAIS","DA-SILVA-ROSA, TERESA, MENDONÇA, MARCOS BARRETO, MONTEIRO, TÚLIO GAVA, SOUZA, RICARDO MATOS DE, LUCENA, REJANE","Ambiente &amp; Sociedade; 18(3); 211-230","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300013&lang=pt" 
"S1414-753X2015000300012-scl","UMA PERSPECTIVA HISTÓRICA DAS PRIMEIRAS POLÍTICAS PÚBLICAS DE SANEAMENTO E DE RECURSOS HÍDRICOS NO BRASIL","MURTHA, NEY ALBERT, CASTRO, JOSÉ ESTEBAN, HELLER, LÉO","Ambiente &amp; Sociedade; 18(3); 193-210","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300012&lang=pt" 
"S1414-753X2015000300015-scl","PRIVATIZAÇÃO DAS COMPANHIAS ESTADUAIS DE SANEAMENTO: UMA ANÁLISE A PARTIR DA EXPERIÊNCIA DE MINAS GERAIS","OLIVEIRA, THIAGO GUEDES DE, LIMA, SONALY CRISTINA REZENDE BORGES DE","Ambiente &amp; Sociedade; 18(3); 253-272","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300015&lang=pt" 
"S1414-753X2015000300014-scl","CONTRIBUIÇÕES PARA ABORDAGEM MUNICIPAL DA PEGADA HÍDRICA: ESTUDO DE CASO NO LITORAL DE SÃO PAULO","VIEIRA, BRUNA, SOUSA JUNIOR, WILSON","Ambiente &amp; Sociedade; 18(3); 231-252","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300014&lang=pt" 
"S1414-753X2015000300016-scl","Governança ambiental no Brasil - entre o socioambientalismo e a economia verde","CARVALHO, ALINE","Ambiente &amp; Sociedade; 18(3); 273-278","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300016&lang=pt" 
"S1414-753X2015000300011-scl","ANÁLISE EXPLORATÓRIA DOS POTENCIAIS EFEITOS DAS MUDANÇAS CLIMÁTICAS NOS &quot;VALES DA UVA GOETHE&quot;","VIEIRA, ADRIANA CARVALHO PINTO, GARCIA, JUNIOR RUIZ, BRUCH, KELLY LISSANDRA","Ambiente &amp; Sociedade; 18(3); 171-192","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000300011&lang=pt" 
"S1414-753X2015000200010-scl","Ulrich Beck: considerations on his contributions and challenges to the studies in Environment and Society","Bosco, Estevão, Di Giulio, Gabriela Marques","Ambiente &amp; Sociedade; 18(2); 145-156","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200010&lang=pt" 
"S1414-753X2015000200011-scl","The unsustainable modernity. The criticism of environmentalism to contemporary society - Héctor Ricardo Leis","Florit, Luciano Félix","Ambiente &amp; Sociedade; 18(2); 157-162","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200011&lang=pt" 
"S1414-753X2015000200001-scl","ANPPAS","Jacobi, Pedro Roberto","Ambiente &amp; Sociedade; 18(2); I-IV","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200001&lang=pt" 
"S1414-753X2015000200003-scl","Indigenous people, socio-environmental conflict and post-development in Latin America","de la Cuadra, Fernando","Ambiente &amp; Sociedade; 18(2); 23-40","Ambiente &amp; Sociedade","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200003&lang=pt" 
"S1414-753X2015000200002-scl","Democratic participation in the management of common natural resources and the native populations in the Southern Coast of Paraná","Mellinger, Larissa, Floriani, Dimas","Ambiente &amp; Sociedade; 18(2); 1-22","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200002&lang=pt" 
"S1414-753X2015000200005-scl","The &quot;Green Cities&quot; Program: Strategies for enhancing space in the municipalities of Pará","COSTA, Jodival Mauricio da, FLEURY, Marie-Françoise","Ambiente &amp; Sociedade; 18(2); 59-74","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200005&lang=pt" 
"S1414-753X2015000200004-scl","(Dis)agreements on the use of natural resources within a context of land transformation in Sergipe","Mota, Dalva Maria da, Schmitz, Heribert, Silva Júnior, Amintas da","Ambiente &amp; Sociedade; 18(2); 41-58","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200004&lang=pt" 
"S1414-753X2015000200007-scl","Social conflicts in times of environmentalism: living law rights to land in settlements with a conservationist focus","Mendes, Josilene Ferreira, Porro, Noemi S. Miyasaka","Ambiente &amp; Sociedade; 18(2); 93-110","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200007&lang=pt" 
"S1414-753X2015000200006-scl","&quot;The sweat that marks the land&quot;: Work, Quilombola Rights and Territory in the Island of Marajó - Pará","Cardoso, Luis Fernando Cardoso e","Ambiente &amp; Sociedade; 18(2); 75-92","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200006&lang=pt" 
"S1414-753X2015000200009-scl","Socio-environmental conflicts : environmental law as an instrument for legitimizing the actions of public authorities an intervention in Jardim Icaraí, Curitiba, PR","Lima, Rosirene Martins, Shiraishi Neto, Joaquim","Ambiente &amp; Sociedade; 18(2); 129-144","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200009&lang=pt" 
"S1414-753X2015000200008-scl","The Kaingang perspectives on land and environmental rights in the south of Brazil","Fernandes, Ricardo Cid, Piovezana, Leonel","Ambiente &amp; Sociedade; 18(2); 111-128","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000200008&lang=pt" 
"S1414-753X2015000100004-scl","Urban and environmental transformations in poor areas of the metropolitan region of Recife (Brazil)","Anjos, Kainara Lira dos, Lacerda, Norma","Ambiente &amp; Sociedade; 18(1); 37-58","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100004&lang=pt" 
"S1414-753X2015000100005-scl","A contribution to develop strategies to support the social control of sanitation activities","Silva, Fernanda Alves Cohim, Naval, Liliana Pena","Ambiente &amp; Sociedade; 18(1); 59-74","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100005&lang=pt" 
"S1414-753X2015000100006-scl","The environmental vulnerability and the territorial planning of the sugarcane cultivation","Jordão, Carolina de Oliveira, Moretto, Evandro Mateus","Ambiente &amp; Sociedade; 18(1); 75-92","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100006&lang=pt" 
"S1414-753X2015000100007-scl","Peasant economies, forestry industry and fires: socio-natural instabilities and agriculture as means of resistance","Aguayo, Beatriz Eugenia Cid","Ambiente &amp; Sociedade; 18(1); 93-114","Ambiente &amp; Sociedade","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100007&lang=pt" 
"S1414-753X2015000100001-scl","Gender and environment","Jacobi, Pedro Roberto, Empinotti, Vanessa, Toledo, Renata Ferraz de","Ambiente &amp; Sociedade; 18(1); -","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100001&lang=pt" 
"S1414-753X2015000100002-scl","Social identity, local knowledge and adaptive management by traditional communities of the babassu region in Maranhão","Porro, Roberto, Porro, Noemi Sakiara Miyasaka","Ambiente &amp; Sociedade; 18(1); 1-18","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100002&lang=pt" 
"S1414-753X2015000100003-scl","Stewardship and management of protected natural areas: the international context","Pellizzaro, Patrícia Costa, Hardt, Letícia Peret Antunes, Hardt, Carlos, Hardt, Marlos, Sehli, Dyala Assef","Ambiente &amp; Sociedade; 18(1); 19-36","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100003&lang=pt" 
"S1414-753X2015000100008-scl","Interdisciplinarity and educational practices in eco-development: analysis of the experience of the Rio Sagrado micro-watershed - Morretes/PR","Grimm, Isabel Jurema, Dias, Adriana Pasco, Sampaio, Carlos Alberto Cioce, Fernandes, Valdir","Ambiente &amp; Sociedade; 18(1); 115-134","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100008&lang=pt" 
"S1414-753X2015000100009-scl","Cap-and-trade and project-based framework: how do carbon markets work for greenhouse emissions reduction?","Godoy, Sara Gurfinkel Marques de, Saes, Maria Sylvia Macchione","Ambiente &amp; Sociedade; 18(1); 135-154","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100009&lang=pt" 
"S1414-753X2015000100013-scl","Boundaries between inequality and difference in water governance","Martins, Rodrigo Constante","Ambiente &amp; Sociedade; 18(1); 211-228","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100013&lang=pt" 
"S1414-753X2015000100012-scl","Perceptions of Brazilian small-scale farmers about genetically modified crops","Almeida, Carla, Massarani, Luisa, Moreira, Ildeu de Castro","Ambiente &amp; Sociedade; 18(1); 193-210","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100012&lang=pt" 
"S1414-753X2015000100011-scl","What lies beneath: an eco-historical view of high andes water pollution","Williams, Heather","Ambiente &amp; Sociedade; 18(1); 175-192","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100011&lang=pt" 
"S1414-753X2015000100010-scl","The organic food market: a quantitative and qualitative overview of international publications","Dias, Valéria da Veiga, Schultz, Glauco, Schuster, Marcelo da Silva, Talamini, Edson, Révillion, Jean Philippe","Ambiente &amp; Sociedade; 18(1); 155-174","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100010&lang=pt" 
"S1414-753X2015000100015-scl","A contribution for understanding the genesis and evolution of the environmental policy and management in Brazil","Nascimento, Daniel Trento do","Ambiente &amp; Sociedade; 18(1); 235-238","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100015&lang=pt" 
"S1414-753X2015000100014-scl","Water and sanitation services: views and experience","Paz, Mariana Gutierres Arteiro da","Ambiente &amp; Sociedade; 18(1); 229-234","Ambiente &amp; Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2015000100014&lang=pt" 
"S1414-753X2014000400001-scl","Sobre a necessidade de tratar dos desastres no contexto da sociedade de risco","Jacobi, Pedro Roberto, Aledo, Antonio, Warner, Jeroen","Ambiente &amp; Sociedade; 17(4); 01-04","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400001&lang=pt" 
"S1414-753X2014000400002-scl","Reflexões sobre a emoção do medo e suas implicações nas ações de Defesa Civil","Tavares, Luana Marcia Baptista, Barbosa, Fernando Cordeiro","Ambiente &amp; Sociedade; 17(4); 17-34","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400002&lang=pt" 
"S1414-753X2014000400003-scl","Propostas metodológicas em pesquisas sobre risco e adaptação: experiências no Brasil e na Austrália","Di Giulio, Gabriela Marques, Serrao-Neumann, Sílvia, Viglio, José Eduardo, Ferreira, Lúcia da Costa, Choy, Darryl Low","Ambiente &amp; Sociedade; 17(4); 35-54","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400003&lang=pt" 
"S1414-753X2014000400004-scl","Comunicação de risco e os discursos da imprensa sergipana na transposição do rio São Francisco","Becker, Michele Amorim, Santos, Antônio Carlos dos","Ambiente &amp; Sociedade; 17(4); 55-76","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400004&lang=pt" 
"S1414-753X2014000400005-scl","Mapeamento das perdas econômicas potenciais dos pontos de alagamento do município de São Paulo, 2008-2012","Santos, Eliane Teixeira dos, Haddad, Eduardo Amaral","Ambiente &amp; Sociedade; 17(4); 77-94","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400005&lang=pt" 
"S1414-753X2014000400006-scl","Brasil, Éden desmoronado: desastres naturais no Brasil contemporâneo","Mello, Leonardo Freire de, Zanetti, Valéria, Papali, Maria Aparecida","Ambiente &amp; Sociedade; 17(4); 95-116","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400006&lang=pt" 
"S1414-753X2014000400007-scl","Socio-environmental vulnerability and disaster risk reduction: the role of Espírito Santo State (Brazil)","Araújo, Raquel Otoni de, Rosa, Teresa C. da Silva","Ambiente &amp; Sociedade; 17(4); 117-132","Ambiente &amp; Sociedade","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400007&lang=pt" 
"S1414-753X2014000400008-scl","Desastres relacionados à água no Brasil: perspectivas e recomendações","Londe, Luciana de Resende, Coutinho, Marcos Pellegrini, Di Gregório, Leandro Torres, Santos, Leonardo Bacelar Lima, Soriano, Érico","Ambiente &amp; Sociedade; 17(4); 133-152","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400008&lang=pt" 
"S1414-753X2014000400009-scl","Proposta de um programa de treinamento de desastres naturais considerando o perfil das vítimas","Brito Junior, Irineu de, Rosis, Carlos Henrique Viegas de, Carneiro, Priscilla Vieira, Leiras, Adriana, Yoshizaki, Hugo Tsugunobu Yoshida","Ambiente &amp; Sociedade; 17(4); 153-176","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400009&lang=pt" 
"S1414-753X2014000400017-scl","O desastre nuclear de Fukushima e os seus impactos no enquadramento midiático das tecnologias de fissão e fusão nuclear","Schmidt, Luísa, Horta, Ana, Pereira, Sérgio","Ambiente &amp; Sociedade; 17(4); 233-250","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400017&lang=pt" 
"S1414-753X2014000400016-scl","","Warner, Jeroen, Engel, Karen","Ambiente &amp; Sociedade; 17(4); 1-8","Ambiente &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400016&lang=pt" 
"S1414-753X2014000400015-scl","La incuestionabilidad del riesgo","Aledo, Antonio, Sulaiman, Samia","Ambiente &amp; Sociedade; 17(4); 9-16","Ambiente &amp; Sociedade","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400015&lang=pt" 
"S1414-753X2014000400014-scl","Riscos geotécnicos e vulnerabilidade social em zonas costeiras: desigualdades e mudanças climáticas","Iwama, Allan Yu, Batistella, Mateus, Ferreira, Lúcia da Costa","Ambiente &amp; Sociedade; 17(4); 251-274","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400014&lang=pt" 
"S1414-753X2014000400013-scl","Ações locais e prevenção: um estudo com adolescentes que vivem em áreas de risco socioambiental","Tavanti, Roberth M., Spink, Mary Jane","Ambiente &amp; Sociedade; 17(4); 213-232","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400013&lang=pt" 
"S1414-753X2014000400012-scl","Eventos climáticos extremos e consequências sobre a saúde: o desastre de 2008 em Santa Catarina segundo diferentes fontes de informação","Xavier, Diego Ricardo, Barcellos, Christovam, Freitas, Carlos Machado de","Ambiente &amp; Sociedade; 17(4); 273-294","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400012&lang=pt" 
"S1414-753X2014000400011-scl","Enchente de 1974 como drama social: relações entre percepção de risco, conflito e gentrificação","Assunção, Viviane Kraieski de","Ambiente &amp; Sociedade; 17(4); 195-212","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400011&lang=pt" 
"S1414-753X2014000400010-scl","Políticas públicas regionais para gestão de riscos: o processo de implementação no ABC, SP","Nogueira, Fernando Rocha, Oliveira, Vanessa Elias de, Canil, Katia","Ambiente &amp; Sociedade; 17(4); 177-194","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000400010&lang=pt" 
"S1414-753X2014000300003-scl","Plano amazônia sustentável e desenvolvimento desigual1","Madeira, Welbson do Vale","Ambiente &amp; Sociedade; 17(3); 19-34","Ambiente &amp; Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2014000300003&lang=pt" 
